"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"1","ENSG00000000005",16.8887147037852,-0.836840320920466,0.161676811163824,-5.1760070902964,2.26684845768048e-07,6.30952980533314e-05,"TNMD"
"2","ENSG00000000419",307.056998717072,-0.146215406300996,0.0420989421265077,-3.47313730263382,0.000514412119932827,0.0133808584014583,"DPM1"
"3","ENSG00000001461",332.449820331205,0.488162537477085,0.117772380945986,4.1449661928884,3.39863848099934e-05,0.00220140295266033,"NIPAL3"
"4","ENSG00000002330",183.179817735311,0.288926821890115,0.0795533641802817,3.63186176810018,0.000281383843617404,0.00896918194369013,"BAD"
"5","ENSG00000004487",499.760677655037,-0.135766300429101,0.045132552379672,-3.00816801334399,0.00262827789005418,0.0374328733503192,"KDM1A"
"6","ENSG00000005379",25.7988933736874,0.474831945057515,0.16550601449825,2.86897093436163,0.00411809639790094,0.0496432858113549,"TSPOAP1"
"7","ENSG00000005801",163.537668647118,-0.390031966926479,0.0965037164077252,-4.04162638958489,5.30817579326039e-05,0.00297895394736336,"ZNF195"
"8","ENSG00000005981",13.3855033660297,-0.682781684570711,0.209385412560323,-3.26088468256596,0.00111065199530723,0.0216834829632307,"ASB4"
"9","ENSG00000006118",3279.27785388564,0.374232402266953,0.102206364480352,3.66153716717805,0.000250706480820248,0.00845835912672122,"TMEM132A"
"10","ENSG00000006634",47.1557545780202,-0.301194117166302,0.0901484646421758,-3.34108981624729,0.000834502225783505,0.0181667404934183,"DBF4"
"11","ENSG00000006747",16355.4123958671,0.368198865599719,0.119251940332526,3.08757127618235,0.00201799371569843,0.0317721899460519,"SCIN"
"12","ENSG00000006788",10.6821049846007,0.777907133817171,0.253596892666074,3.06749473796387,0.00215861261150715,0.0331817502717574,"MYH13"
"13","ENSG00000006831",815.289009271979,-0.182846494730534,0.056643718595536,-3.22801008239145,0.00124654580476851,0.0232415184915392,"ADIPOR2"
"14","ENSG00000008517",134.903252278924,-0.597345769906874,0.174727524668796,-3.41872736444455,0.000629147305877131,0.0152124386063029,"IL32"
"15","ENSG00000008735",182.321647442839,0.629818582302919,0.172594767857264,3.64911746817133,0.000263142764631995,0.00868984379728582,"MAPK8IP2"
"16","ENSG00000008988",3078.47802227289,-0.228253511228405,0.0595942145297258,-3.83012869671353,0.000128076256737333,0.00542479514610001,"RPS20"
"17","ENSG00000010810",281.36743307099,-0.268089996711807,0.0877185448736956,-3.05625221095294,0.00224122644050853,0.0340819478323966,"FYN"
"18","ENSG00000010932",11.9007783943803,0.663126346012188,0.186678966976622,3.55222849553926,0.000381982997254324,0.0108649068945313,"FMO1"
"19","ENSG00000011009",1021.60268890779,-0.191223476901995,0.0577681391626305,-3.31018931324164,0.000932328902895236,0.0194021503463659,"LYPLA2"
"20","ENSG00000011114",904.210797106192,0.185927033478509,0.0593898277279163,3.13062085868138,0.00174437205650054,0.0287719865023004,"BTBD7"
"21","ENSG00000012174",468.246611253245,0.260249813319203,0.0798149311769636,3.26066576117424,0.00111150977658442,0.0216834829632307,"MBTPS2"
"22","ENSG00000012223",89.1455467320186,-1.58387680630962,0.3972333968915,-3.98726999971314,6.68379473658949e-05,0.00338247755062404,"LTF"
"23","ENSG00000012822",3040.59013709566,-0.149497121629398,0.0461253833565095,-3.24110307060028,0.00119068124282705,0.0225506057496297,"CALCOCO1"
"24","ENSG00000013016",1118.67724208474,-0.396148147000449,0.103272127567652,-3.83596383971985,0.000125072810791378,0.00531201608121311,"EHD3"
"25","ENSG00000014257",385.740554190205,0.649167334432521,0.151632143477955,4.28119869272242,1.85889289088599e-05,0.00143259720504087,"ACPP"
"26","ENSG00000015133",118.797298613058,-0.308509232557725,0.0999318636842072,-3.08719582707513,0.00202054440344841,0.031780247847175,"CCDC88C"
"27","ENSG00000015153",161.259904027333,-0.230721317970837,0.0531251719958279,-4.34297545406453,1.4056584455763e-05,0.00122402224531832,"YAF2"
"28","ENSG00000022277",541.107990888391,-0.146920966552916,0.0506731305148829,-2.89938602687601,0.00373894250128789,0.0467352820910781,"RTFDC1"
"29","ENSG00000023318",2231.91925601307,-0.368899278294528,0.122198642904801,-3.01884922389784,0.00253736776161164,0.0365580383075242,"ERP44"
"30","ENSG00000023608",19.3147128104715,-0.456126950232135,0.138612342437042,-3.29066620051753,0.000999504387723021,0.0203510817261176,"SNAPC1"
"31","ENSG00000023909",342.056246164237,0.364654080950131,0.0909375841862889,4.00993807140427,6.07346749225576e-05,0.00321997067353029,"GCLM"
"32","ENSG00000031081",474.079144695682,-0.265644978162698,0.0773538422698647,-3.43415362918807,0.000594407202398168,0.0146366904641078,"ARHGAP31"
"33","ENSG00000033170",1660.47505121626,0.24142848294036,0.0783110231786054,3.08294379438421,0.0020496386261872,0.0320967487874899,"FUT8"
"34","ENSG00000033867",81.8615889383708,-0.382607400129338,0.119110702136494,-3.2122000228904,0.00131722629907374,0.0241548309690146,"SLC4A7"
"35","ENSG00000034533",150.44764405518,-0.564408376980075,0.145085022587846,-3.89019050287109,0.000100165556020765,0.00455183825567247,"ASTE1"
"36","ENSG00000036530",6.71539864751368,0.52913374472024,0.181055675711665,2.92249189449822,0.00347242659056174,0.044991449099822,"CYP46A1"
"37","ENSG00000037757",218.638669387738,0.467216922103171,0.120488282983845,3.8776959097825,0.000105450405439679,0.00475044933407014,"MRI1"
"38","ENSG00000038274",473.967397388812,-0.12944040779292,0.0412523099215391,-3.13777357047671,0.00170236329508204,0.0283793975191912,"MAT2B"
"39","ENSG00000042088",153.985085803052,-0.160221494109738,0.0460673309193349,-3.47798517761513,0.000505197860065009,0.0132122802765659,"TDP1"
"40","ENSG00000047457",16.1000983955188,-1.36263272315959,0.338471466556302,-4.02584222836677,5.67717458732568e-05,0.00307536953315969,"CP"
"41","ENSG00000047578",427.501984405038,-0.223185950424972,0.0619937357936425,-3.60013713591784,0.00031804939427046,0.00968249200877667,"KIAA0556"
"42","ENSG00000048028",83.4137480167126,-0.316881115610863,0.0980875846344059,-3.2305935230432,0.00123533482563176,0.0230600765594279,"USP28"
"43","ENSG00000048828",3092.08165567699,-0.191497335238932,0.0666401822896039,-2.87360161181321,0.00405820510445561,0.0491112134807061,"FAM120A"
"44","ENSG00000049860",5096.63147881794,-0.63872918594051,0.167046171922418,-3.82366850188676,0.000131480663454301,0.00553888946287078,"HEXB"
