"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"1","ENSG00000000005",7.0382195787038,-0.832467433783001,0.264539487723697,-3.14685509126141,0.00165036731496438,0.0178966015519674,"TNMD"
"2","ENSG00000001461",176.203485707855,0.954993865225805,0.156072319359685,6.11891890338942,9.42123324534431e-10,1.04047832692554e-07,"NIPAL3"
"3","ENSG00000002919",106.267251837012,-0.328401546171419,0.104991711244056,-3.12788068962932,0.00176071638717669,0.0187794832296919,"SNX11"
"4","ENSG00000002933",106.430955935838,0.544346600667063,0.189625174722388,2.87064521609005,0.00409634996299733,0.0348189746854773,"TMEM176A"
"5","ENSG00000003147",66.2652198936855,0.86038891872844,0.233810671081725,3.67985308261531,0.000233368364955048,0.00383334618046414,"ICA1"
"6","ENSG00000003509",80.5799014802586,-0.319017630048685,0.0933854882030106,-3.41613709139876,0.000635162620706515,0.00850451619057769,"NDUFAF7"
"7","ENSG00000004487",235.278051221108,-0.26683719152394,0.0887667334830266,-3.0060494630566,0.0026466594130816,0.0253055406511458,"KDM1A"
"8","ENSG00000005001",76.4303874145283,-2.4104398898214,0.395776483548609,-6.09040706059371,1.12623951649849e-09,1.20121929800785e-07,"PRSS22"
"9","ENSG00000005059",67.5937817741363,0.444011122715837,0.134128813014403,3.31033364671735,0.000931848235844683,0.0114618805123013,"MCUB"
"10","ENSG00000005108",1906.16101357703,0.591741539475947,0.209227784587099,2.82821681949995,0.00468080924682137,0.0384641485970989,"THSD7A"
"11","ENSG00000005483",717.464467798061,-0.571607833967385,0.0986455315806906,-5.79456387743035,6.84989490430779e-09,6.02635951694243e-07,"KMT2E"
"12","ENSG00000005801",93.5431111927629,-0.409892986707888,0.146319890462531,-2.80134837042441,0.00508895499011557,0.0408270000546521,"ZNF195"
"13","ENSG00000005812",492.535059582101,-0.249173869205374,0.0806829616004595,-3.08830841434996,0.00201299441549039,0.0207591715483552,"FBXL3"
"14","ENSG00000006118",1859.91654344955,0.428941839273308,0.144004839455518,2.97866266783212,0.00289509312191533,0.0270602581599433,"TMEM132A"
"15","ENSG00000006125",857.765294123373,-0.160245162715981,0.049006439585034,-3.26987971525517,0.00107593225011786,0.0127994018325709,"AP2B1"
"16","ENSG00000006377",76.1625867415224,-0.396741672083154,0.116196978529587,-3.41438888604261,0.000639252618351365,0.0085445852128476,"DLX6"
"17","ENSG00000006747",8593.19575325444,0.638675944700076,0.142037266738239,4.49653784085479,6.90688918583078e-06,0.000217720806481289,"SCIN"
"18","ENSG00000006788",5.40668638768334,1.79035277587715,0.435497557173293,4.1110512479057,3.93861760389084e-05,0.000911324715123152,"MYH13"
